Timestamp,wl-19,wl-2,wl-21
23/03/2020 13:24,319.75,3285.333333,3791.6
23/03/2020 16:16,319,3269.333333,3884.25
23/03/2020 19:09,320.75,3258.818182,3883.272727
23/03/2020 22:02,461,3244.5,3752.636364
24/03/2020 0:55,319.6363636,3235.363636,3747.75
24/03/2020 3:48,878,3228.727273,3741.181818
24/03/2020 6:40,1846.636364,3222,3733.25
24/03/2020 9:33,1142.727273,3200.090909,3705.363636
24/03/2020 12:26,321.5,3193.083333,3704.833333
24/03/2020 15:19,316.8181818,3186.636364,3701.1
24/03/2020 18:12,318.9166667,3177.75,3689.666667
24/03/2020 21:04,318.7272727,3163.727273,3672.636364
24/03/2020 23:57,319.1818182,3138.272727,3649.75
25/03/2020 2:50,318.8333333,3135.818182,3647.727273
25/03/2020 5:43,319.5454545,3135.666667,3647.090909
25/03/2020 8:36,318.4166667,3133.090909,3643.090909
25/03/2020 11:28,,3132,3635
