The data supplied is licensed under a Creative Commons Attribution 4.0 licence. 
To view a copy of this licence visit:
http://creativecommons.org/licenses/by/4.0

Licence:
This work is licensed under a Creative Commons Attribution 4.0 Licence: 
http://creativecommons.org/licenses/by/4.0/legalcode 

You are free:

               1.to copy distribute display and perform the work
               2.to make derivative works
               3.to make commercial use of the work

Under the following conditions:

               1. You must give the original author credit.
               2. Please attribute "NSW Office of Environment and Heritage" in any publications using this data.


Station Name, Balgownie Road (Live)
Station Number, 214409
Longitude,150.882873
Latitude,-34.388816
Web,"http://www.mhl.nsw.gov.au/Site-214409"
Google Maps,"https://www.google.com.au/maps/place//@-34.388816,150.882873,14z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0"

Datum, AHD

Parameter, Level 1
Date,Time,Value[m],State of value,Occurrence time stamp
03/05/2003,00:00:00,12.650,105 (Poor),03/05/2003 00:00:00
04/05/2003,00:00:00,12.650,105 (Poor),04/05/2003 00:00:00
05/05/2003,00:00:00,12.650,105 (Poor),05/05/2003 00:00:00
06/05/2003,00:00:00,12.650,105 (Poor),06/05/2003 00:00:00
07/05/2003,00:00:00,12.650,105 (Poor),07/05/2003 00:00:00
08/05/2003,00:00:00,12.650,105 (Poor),08/05/2003 00:00:00
09/05/2003,00:00:00,12.650,105 (Poor),09/05/2003 00:00:00
10/05/2003,00:00:00,12.650,105 (Poor),10/05/2003 00:00:00
11/05/2003,00:00:00,12.650,105 (Poor),11/05/2003 00:00:00
12/05/2003,00:00:00,13.150,105 (Poor),12/05/2003 20:20:00
13/05/2003,00:00:00,13.770,105 (Poor),13/05/2003 14:10:00
14/05/2003,00:00:00,13.800,105 (Poor),14/05/2003 16:50:00
15/05/2003,00:00:00,13.220,105 (Poor),15/05/2003 01:40:00
16/05/2003,00:00:00,13.610,105 (Poor),16/05/2003 10:00:00
17/05/2003,00:00:00,13.520,105 (Poor),17/05/2003 07:45:00
18/05/2003,00:00:00,12.940,105 (Poor),18/05/2003 00:00:00
19/05/2003,00:00:00,12.780,105 (Poor),19/05/2003 00:00:00
20/05/2003,00:00:00,12.700,105 (Poor),20/05/2003 00:00:00
21/05/2003,00:00:00,12.660,105 (Poor),21/05/2003 00:00:00
22/05/2003,00:00:00,12.650,105 (Poor),22/05/2003 00:00:00
23/05/2003,00:00:00,12.650,105 (Poor),23/05/2003 00:00:00
24/05/2003,00:00:00,12.650,105 (Poor),24/05/2003 00:00:00
25/05/2003,00:00:00,13.160,105 (Poor),25/05/2003 08:05:00
26/05/2003,00:00:00,13.090,105 (Poor),26/05/2003 00:00:00
27/05/2003,00:00:00,12.940,105 (Poor),27/05/2003 00:10:00
28/05/2003,00:00:00,12.800,105 (Poor),28/05/2003 00:00:00
29/05/2003,00:00:00,12.670,105 (Poor),29/05/2003 00:00:00
30/05/2003,00:00:00,12.650,105 (Poor),30/05/2003 00:00:00
31/05/2003,00:00:00,12.650,105 (Poor),31/05/2003 00:00:00
01/06/2003,00:00:00,12.650,105 (Poor),01/06/2003 00:00:00
02/06/2003,00:00:00,12.670,105 (Poor),02/06/2003 05:35:00
03/06/2003,00:00:00,12.650,105 (Poor),03/06/2003 00:00:00
04/06/2003,00:00:00,12.860,105 (Poor),04/06/2003 21:10:00
05/06/2003,00:00:00,12.650,105 (Poor),05/06/2003 00:00:00
06/06/2003,00:00:00,12.650,105 (Poor),06/06/2003 00:00:00
07/06/2003,00:00:00,12.650,105 (Poor),07/06/2003 00:00:00
08/06/2003,00:00:00,12.650,105 (Poor),08/06/2003 00:00:00
09/06/2003,00:00:00,12.650,105 (Poor),09/06/2003 00:00:00
10/06/2003,00:00:00,12.650,105 (Poor),10/06/2003 00:00:00
11/06/2003,00:00:00,12.650,105 (Poor),11/06/2003 00:00:00
12/06/2003,00:00:00,12.650,105 (Poor),12/06/2003 00:00:00
13/06/2003,00:00:00,12.660,105 (Poor),13/06/2003 03:45:00
14/06/2003,00:00:00,12.650,105 (Poor),14/06/2003 00:00:00
15/06/2003,00:00:00,12.650,105 (Poor),15/06/2003 00:00:00
16/06/2003,00:00:00,12.650,105 (Poor),16/06/2003 00:00:00
17/06/2003,00:00:00,12.650,105 (Poor),17/06/2003 00:00:00
18/06/2003,00:00:00,12.650,105 (Poor),18/06/2003 00:00:00
19/06/2003,00:00:00,12.650,105 (Poor),19/06/2003 00:00:00
20/06/2003,00:00:00,12.650,105 (Poor),20/06/2003 00:00:00
21/06/2003,00:00:00,12.650,105 (Poor),21/06/2003 04:45:00
22/06/2003,00:00:00,12.650,105 (Poor),22/06/2003 00:00:00
23/06/2003,00:00:00,12.650,105 (Poor),23/06/2003 00:00:00
24/06/2003,00:00:00,12.650,105 (Poor),24/06/2003 00:00:00
25/06/2003,00:00:00,13.310,105 (Poor),25/06/2003 20:45:00
26/06/2003,00:00:00,12.960,105 (Poor),26/06/2003 03:40:00
27/06/2003,00:00:00,12.910,105 (Poor),27/06/2003 01:20:00
28/06/2003,00:00:00,12.650,105 (Poor),28/06/2003 00:00:00
29/06/2003,00:00:00,12.650,105 (Poor),29/06/2003 00:00:00
30/06/2003,00:00:00,12.650,105 (Poor),30/06/2003 00:00:00
01/07/2003,00:00:00,12.690,105 (Poor),01/07/2003 22:00:00
02/07/2003,00:00:00,13.040,105 (Poor),02/07/2003 13:40:00
03/07/2003,00:00:00,12.650,105 (Poor),03/07/2003 00:00:00
04/07/2003,00:00:00,12.650,105 (Poor),04/07/2003 00:00:00
05/07/2003,00:00:00,12.650,105 (Poor),05/07/2003 00:00:00
06/07/2003,00:00:00,12.650,105 (Poor),06/07/2003 00:00:00
07/07/2003,00:00:00,12.650,105 (Poor),07/07/2003 00:00:00
08/07/2003,00:00:00,12.650,105 (Poor),08/07/2003 00:00:00
09/07/2003,00:00:00,12.650,105 (Poor),09/07/2003 00:00:00
10/07/2003,00:00:00,12.650,105 (Poor),10/07/2003 00:00:00
11/07/2003,00:00:00,12.650,105 (Poor),11/07/2003 00:00:00
12/07/2003,00:00:00,12.650,105 (Poor),12/07/2003 00:00:00
13/07/2003,00:00:00,12.650,105 (Poor),13/07/2003 00:00:00
14/07/2003,00:00:00,12.650,105 (Poor),14/07/2003 00:00:00
15/07/2003,00:00:00,12.650,105 (Poor),15/07/2003 00:00:00
16/07/2003,00:00:00,12.650,105 (Poor),16/07/2003 00:00:00
17/07/2003,00:00:00,12.650,105 (Poor),17/07/2003 00:00:00
18/07/2003,00:00:00,12.650,105 (Poor),18/07/2003 00:00:00
19/07/2003,00:00:00,12.650,105 (Poor),19/07/2003 00:00:00
20/07/2003,00:00:00,12.650,105 (Poor),20/07/2003 00:00:00
21/07/2003,00:00:00,12.650,105 (Poor),21/07/2003 00:00:00
22/07/2003,00:00:00,12.650,105 (Poor),22/07/2003 00:00:00
23/07/2003,00:00:00,12.650,105 (Poor),23/07/2003 00:00:00
24/07/2003,00:00:00,12.650,105 (Poor),24/07/2003 00:00:00
25/07/2003,00:00:00,12.650,105 (Poor),25/07/2003 00:00:00
26/07/2003,00:00:00,12.650,105 (Poor),26/07/2003 00:00:00
27/07/2003,00:00:00,12.650,105 (Poor),27/07/2003 00:00:00
28/07/2003,00:00:00,12.650,105 (Poor),28/07/2003 00:00:00
29/07/2003,00:00:00,12.650,105 (Poor),29/07/2003 00:00:00
30/07/2003,00:00:00,12.650,105 (Poor),30/07/2003 00:00:00
31/07/2003,00:00:00,12.650,105 (Poor),31/07/2003 00:00:00
01/08/2003,00:00:00,12.650,105 (Poor),01/08/2003 00:00:00
